ARO_ID,Gene,Organism,Antibiotics,Drug_Class,Resistance_Mechanism
3006485,PDC-107,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006486,PDC-108,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006487,PDC-109,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006488,PDC-110,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006489,PDC-111,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006490,PDC-112,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006491,PDC-113,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006492,PDC-114,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006493,PDC-115,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006494,PDC-116,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006495,PDC-12,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006496,PDC-120,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006497,PDC-121,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006498,PDC-122,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006499,PDC-123,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006500,PDC-124,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006501,PDC-125,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006502,PDC-126,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006503,PDC-127,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006504,PDC-128,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006505,PDC-129,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006506,PDC-13,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006507,PDC-130,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006508,PDC-131,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006509,PDC-132,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006510,PDC-133,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006511,PDC-134,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006512,PDC-135,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006513,PDC-136,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006514,PDC-137,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006515,PDC-138,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006516,PDC-139,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006517,PDC-140,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006518,PDC-141,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006519,PDC-142,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006520,PDC-143,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006521,PDC-144,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006522,PDC-145,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006523,PDC-146,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006524,PDC-147,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006525,PDC-148,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006526,PDC-149,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006527,PDC-15,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006528,PDC-150,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006529,PDC-151,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006530,PDC-152,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006531,PDC-153,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006532,PDC-154,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006533,PDC-155,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006534,PDC-156,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006535,PDC-157,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006536,PDC-158,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006537,PDC-159,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006538,PDC-16,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006539,PDC-160,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006540,PDC-161,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006541,PDC-162,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006542,PDC-163,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006543,PDC-164,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006544,PDC-165,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006545,PDC-166,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006546,PDC-167,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006547,PDC-168,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006548,PDC-169,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006549,PDC-17,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006550,PDC-170,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006551,PDC-171,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006552,PDC-172,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006553,PDC-174,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006554,PDC-175,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006555,PDC-176,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006556,PDC-177,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006557,PDC-178,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006558,PDC-179,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006559,PDC-18,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006560,PDC-180,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006561,PDC-181,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006562,PDC-182,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006563,PDC-184,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006564,PDC-185,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006565,PDC-186,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006566,PDC-187,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006567,PDC-188,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006568,PDC-189,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006569,PDC-190,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006570,PDC-191,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006571,PDC-192,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006572,PDC-193,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006573,PDC-194,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006574,PDC-195,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006575,PDC-196,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006576,PDC-197,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006577,PDC-198,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006578,PDC-199,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006579,PDC-20,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006580,PDC-200,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006581,PDC-202,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006582,PDC-203,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006583,PDC-204,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006584,PDC-205,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006585,PDC-206,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006586,PDC-208,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006587,PDC-209,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006588,PDC-210,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006589,PDC-211,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006590,PDC-213,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006591,PDC-214,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006592,PDC-215,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006593,PDC-216,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006594,PDC-217,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006595,PDC-218,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006596,PDC-219,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006597,PDC-21a,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006598,PDC-21b,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006599,PDC-22,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006600,PDC-220,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006601,PDC-221,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006602,PDC-222,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006603,PDC-223,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006604,PDC-224,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006605,PDC-226,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006606,PDC-227,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006607,PDC-228,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006608,PDC-229,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006609,PDC-230,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006610,PDC-232,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006611,PDC-233,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006612,PDC-234,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006613,PDC-235,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006614,PDC-236,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006615,PDC-237,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006616,PDC-238,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006617,PDC-239,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006618,PDC-24,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006619,PDC-241,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006620,PDC-242,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006621,PDC-243,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006622,PDC-244,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006623,PDC-245,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006624,PDC-246,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006625,PDC-247,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006626,PDC-248,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006627,PDC-249,Pseudomonas sp.,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006628,PDC-25,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006629,PDC-250,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006630,PDC-251,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006631,PDC-252,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006632,PDC-253,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006633,PDC-254,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006634,PDC-256,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006635,PDC-259,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006636,PDC-26,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006637,PDC-260,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006638,PDC-261,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006639,PDC-262,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006640,PDC-263,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006641,PDC-265,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006642,PDC-266,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006643,PDC-267,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006644,PDC-268,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006645,PDC-270,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006646,PDC-271,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006647,PDC-273,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006648,PDC-274,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006649,PDC-275,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006650,PDC-276,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006651,PDC-277,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006652,PDC-278,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006653,PDC-279,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006654,PDC-280,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006655,PDC-281,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006656,PDC-282,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006657,PDC-283,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006658,PDC-286,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006659,PDC-287,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006660,PDC-288,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006661,PDC-289,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006662,PDC-290,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006663,PDC-291,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006664,PDC-294,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006665,PDC-295,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006666,PDC-296,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006667,PDC-297,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006668,PDC-298,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006669,PDC-299,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006670,PDC-30,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006671,PDC-300,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006672,PDC-301,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006673,PDC-302,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006674,PDC-303,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006675,PDC-304,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006676,PDC-305,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006677,PDC-307,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006678,PDC-308,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006679,PDC-309,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006680,PDC-31,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006681,PDC-310,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006682,PDC-311,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006683,PDC-312,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006684,PDC-314,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006685,PDC-315,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006686,PDC-316,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006687,PDC-317,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006688,PDC-318,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006689,PDC-319,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006690,PDC-32,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006691,PDC-320,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006692,PDC-321,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006693,PDC-322,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006694,PDC-325,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006695,PDC-326,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006696,PDC-327,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006697,PDC-328,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006698,PDC-329,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006699,PDC-33,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006700,PDC-330,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006701,PDC-331,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006702,PDC-332,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006703,PDC-333,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006704,PDC-334,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006705,PDC-335,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006706,PDC-336,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006707,PDC-338,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006708,PDC-339,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006709,PDC-34,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006710,PDC-340,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006711,PDC-341,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006712,PDC-342,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006713,PDC-343,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006714,PDC-344,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006715,PDC-345,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006716,PDC-347,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006717,PDC-348,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006718,PDC-349,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006719,PDC-35,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006720,PDC-350,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006721,PDC-351,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006722,PDC-353,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006723,PDC-354,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006724,PDC-355,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006725,PDC-356,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006726,PDC-357,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006727,PDC-358,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006728,PDC-359,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006729,PDC-36,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006730,PDC-360,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006731,PDC-361,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006732,PDC-362,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006733,PDC-363,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006734,PDC-364,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006735,PDC-365,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006736,PDC-366,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006737,PDC-367,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006738,PDC-368,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006739,PDC-369,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006740,PDC-37,Pseudomonas,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006741,PDC-370,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006742,PDC-371,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006743,PDC-372,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006744,PDC-373,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006745,PDC-374,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006746,PDC-375,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006747,PDC-377,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006748,PDC-378,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
