organism_id,name,taxonomy_id,rank,lineage
2090,Staphylococcus aureus subsp. aureus MSSA476,282459,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus
2091,Staphylococcus aureus subsp. aureus Mu50,158878,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus
2092,Staphylococcus aureus subsp. aureus MW2,196620,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus
2093,Staphylococcus aureus subsp. aureus N315,158879,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus
2094,Staphylococcus aureus subsp. aureus NCTC 8325,93061,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus
2095,Staphylococcus aureus subsp. aureus RN4220,561307,no rank,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus; Staphylococcus aureus subsp. aureus NCTC 8325
2096,Staphylococcus aureus subsp. aureus ST398,523796,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus
2097,Staphylococcus aureus subsp. aureus str. Newman,426430,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus
2098,Staphylococcus aureus subsp. aureus USA300_TCH959,450394,no rank,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus aureus; Staphylococcus aureus subsp. aureus USA300
2099,Staphylococcus auricularis,29379,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2100,Staphylococcus borealis,2742203,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2101,Staphylococcus brunensis,3026146,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2102,Staphylococcus capitis,29388,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2103,Staphylococcus caprae,29380,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2104,Staphylococcus carnosus,1281,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2105,Staphylococcus cohnii,29382,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus cohnii species complex
2106,Staphylococcus cornubiensis,1986155,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group
2107,Staphylococcus epidermidis,1282,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2108,Staphylococcus epidermidis ATCC 12228,176280,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus epidermidis
2109,Staphylococcus equorum,246432,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2110,Staphylococcus gallinarum,1293,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2111,Staphylococcus haemolyticus,1283,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2112,Staphylococcus haemolyticus JCSC1435,279808,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus haemolyticus
2113,Staphylococcus hominis,1290,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2114,Staphylococcus hyicus,1284,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2115,Staphylococcus intermedius,1285,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group
2116,Staphylococcus kloosii,29384,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2117,Staphylococcus lentus,42858,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Mammaliicoccus
2118,Staphylococcus lugdunensis,28035,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2119,Staphylococcus massiliensis,555791,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2120,Staphylococcus nepalensis,214473,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2121,Staphylococcus pasteuri,45972,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2122,Staphylococcus petrasii,1276936,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2123,Staphylococcus pettenkoferi,170573,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2124,Staphylococcus pseudintermedius,283734,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; Staphylococcus intermedius group
2125,Staphylococcus roterodami,2699836,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2126,Staphylococcus saccharolyticus,33028,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2127,Staphylococcus saprophyticus,29385,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2128,Staphylococcus simulans,1286,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2129,Staphylococcus singaporensis,2742142,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2130,Staphylococcus succinus,61015,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2131,Staphylococcus taiwanensis,2750012,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2132,Staphylococcus warneri,1292,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2133,Staphylococcus xylosus,1288,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
2134,Starkeya nomas,2666134,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales; Xanthobacteraceae; Starkeya
2135,Stenotrophomonas maltophilia,40324,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Stenotrophomonas; Stenotrophomonas maltophilia group
2136,Stenotrophomonas sp.,69392,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae; Stenotrophomonas; unclassified Stenotrophomonas
2137,Stomatobaculum longum,796942,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Stomatobaculum
2138,Streptacidiphilus bronchialis,2126346,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Peterkaempfera
2139,Streptoalloteichus tenebrarius,1933,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Pseudonocardiales; Pseudonocardiaceae; Streptoalloteichus
2140,Streptobacillus hongkongensis,1162717,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Pseudostreptobacillus
2141,Streptobacillus moniliformis,34105,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Streptobacillus
2142,Streptobacillus notomytis,1712031,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Streptobacillus
2143,Streptococcus acidominimus,1326,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2144,Streptococcus agalactiae,1311,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2145,Streptococcus agalactiae 2603V/R,208435,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus agalactiae; Streptococcus agalactiae serogroup V
2146,Streptococcus alactolyticus,29389,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2147,Streptococcus anginosus,1328,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
2148,Streptococcus australis,113107,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2149,Streptococcus canis,1329,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2150,Streptococcus chosunense,2707003,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis group
2151,Streptococcus constellatus,76860,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
2152,Streptococcus cricetus,1333,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2153,Streptococcus cristatus,45634,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2154,Streptococcus dentalis,3098075,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2155,Streptococcus dentisani,1458253,subspecies,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus oralis
2156,Streptococcus downii,1968889,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2157,Streptococcus dysgalactiae,1334,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group
2158,Streptococcus equi,1336,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group
2159,Streptococcus equinus,1335,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2160,Streptococcus fermentans,3095082,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2161,Streptococcus gallolyticus,315405,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2162,Streptococcus gingivalis,3111861,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2163,Streptococcus gordonii,1302,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2164,Streptococcus gwangjuense,1433513,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis group
2165,Streptococcus halichoeri,254785,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2166,Streptococcus hansenii,1322,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Blautia
2167,Streptococcus hohhotensis,2866998,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis group
2168,Streptococcus hongkongensis,910939,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2169,Streptococcus humanilactis,2841061,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis group
2170,Streptococcus ilei,1156431,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2171,Streptococcus infantarius,102684,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2172,Streptococcus infantis,68892,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2173,Streptococcus iniae,1346,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2174,Streptococcus intermedius,1338,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group
2175,Streptococcus jiangnanensis,3095079,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2176,Streptococcus lactarius,684066,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2177,Streptococcus lingualis,3098076,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2178,Streptococcus lutetiensis,150055,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2179,Streptococcus mitis,28037,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis group
2180,Streptococcus mutans,1309,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2181,Streptococcus nakanoensis,3015774,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus thalassemiae group
2182,Streptococcus oligofermentans,45634,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2183,Streptococcus oralis,1303,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2184,Streptococcus oriscaviae,2781599,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2185,Streptococcus parapneumoniae,2993430,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus thalassemiae group
2186,Streptococcus parasanguis,1318,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2187,Streptococcus pasteurianus,197614,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2188,Streptococcus periodonticum,2490633,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2189,Streptococcus peroris,68891,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2190,Streptococcus pleomorphus,1323,species,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Faecalicoccus
2191,Streptococcus pluranimalium,82348,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2192,Streptococcus pneumoniae,1313,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2193,Streptococcus pneumoniae R6,171101,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pneumoniae
2194,Streptococcus pneumoniae TIGR4,170187,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pneumoniae
2195,Streptococcus porcinus,1340,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2196,Streptococcus pseudopneumoniae,257758,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2197,Streptococcus pseudoporcinus,361101,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2198,Streptococcus pyogenes,1314,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2199,Streptococcus pyogenes MGAS8232,186103,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pyogenes; Streptococcus pyogenes serotype M18
2200,Streptococcus pyogenes MGAS9429,370551,strain,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus pyogenes; Streptococcus pyogenes serotype M12
2201,Streptococcus raffinosi,3053355,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2202,Streptococcus ratti,1341,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2203,Streptococcus rubneri,1234680,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2204,Streptococcus salivarius,1304,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2205,Streptococcus sanguis,1305,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2206,Streptococcus sinensis,176090,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2207,Streptococcus sobrinus,1310,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2208,Streptococcus suis,1307,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2209,Streptococcus taoyuanensis,3036443,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2210,Streptococcus thalassemiae,2736608,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus thalassemiae group
2211,Streptococcus thoraltensis,55085,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2212,Streptococcus tigurinus,1077464,subspecies,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus oralis
2213,Streptococcus toyakuensis,2819619,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis group
2214,Streptococcus uberis,1349,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2215,Streptococcus urinalis,149016,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2216,Streptococcus vestibularis,1343,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2217,Streptococcus vulneris,2853160,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2218,Streptococcus wuxiensis,3095078,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
2219,Streptococcus zooepidemicus,40041,subspecies,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group; Streptococcus equi
2220,Streptomyces albus,1888,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2221,Streptomyces ambofaciens,1889,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2222,Streptomyces antibioticus,1890,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2223,Streptomyces bikiniensis,1896,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2224,Streptomyces cacaoi,1898,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2225,Streptomyces cinnamoneus,53446,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces cinnamoneus group
2226,Streptomyces coelicolor A3(2),100226,no rank,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces albidoflavus group; Streptomyces coelicolor,high G+C Gram-positive bacteria
2227,Streptomyces fradiae,1906,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2228,Streptomyces glaucescens,1907,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2229,Streptomyces griseus,1911,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces griseus group; Streptomyces griseus subgroup
2230,Streptomyces hygroscopicus,1912,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces violaceusniger group
2231,Streptomyces kanamyceticus,1967,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2232,Streptomyces laurentii,39478,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2233,Streptomyces lavendulae,1914,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2234,Streptomyces lincolnensis,1915,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2235,Streptomyces lividans,1916,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2236,Streptomyces lividans 1326,1200984,strain,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces lividans
2237,Streptomyces netropsis,55404,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2238,Streptomyces niveus,193462,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2239,Streptomyces noursei,1971,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2240,Streptomyces paraguayensis,68251,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2241,Streptomyces ribosidificus,80859,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2242,Streptomyces rimosus,1927,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2243,Streptomyces somaliensis,78355,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2244,Streptomyces sp. WAC 01438,2203204,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
2245,Streptomyces sp. WAC05292,2487418,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
2246,Streptomyces sp. WAC4747,1501383,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces
2247,Streptomyces sudanensis,436397,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2248,Streptomyces thermocarboxydus,59299,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2249,Streptomyces thermotolerans,80858,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2250,Streptomyces thermovulgaris,1934,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2251,Streptomyces venezuelae,54571,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2252,Streptomyces venezuelae ATCC 10712,953739,strain,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces venezuelae
2253,Streptomyces vinaceus,1960,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2254,Streptomyces viridochromogenes,1938,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2255,Streptomyces wedmorensis,43759,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces
2256,Subdoligranulum variabile,214851,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Subdoligranulum
2257,Succinatimonas hippei,626938,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Succinivibrionaceae; Succinatimonas
