gene_id,aro_accession,name,family_id,description,mechanism_id,DNA_accession,RNA_accession
3008661,ARO:3008661,OXA-1251,3000017,OXA-258 family class D beta-lactamase OXA-1251.,1004,gb|PP850002.1|+|1-825|OXA-1251 [Achromobacter ruhlandii],gb|XBP46887.1|+|OXA-1251 [Achromobacter ruhlandii]
3008662,ARO:3008662,OXA-1252,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1252.,1004,gb|PP850003.1|+|1-789|OXA-1252 [Pseudomonas aeruginosa],gb|XBP46888.1|+|OXA-1252 [Pseudomonas aeruginosa]
3008663,ARO:3008663,OXA-1253,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1253.,1004,gb|PP850004.1|+|1-789|OXA-1253 [Pseudomonas aeruginosa],gb|XBP46889.1|+|OXA-1253 [Pseudomonas aeruginosa]
3008664,ARO:3008664,OXA-1254,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1254.,1004,gb|PP850005.1|+|1-789|OXA-1254 [Pseudomonas aeruginosa],gb|XBP46890.1|+|OXA-1254 [Pseudomonas aeruginosa]
3008665,ARO:3008665,OXA-1255,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1255.,1004,gb|PP850006.1|+|1-789|OXA-1255 [Pseudomonas aeruginosa],gb|XBP46891.1|+|OXA-1255 [Pseudomonas aeruginosa]
3008666,ARO:3008666,OXA-1256,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1256.,1004,gb|PP850007.1|+|1-789|OXA-1256 [Pseudomonas aeruginosa],gb|XBP46892.1|+|OXA-1256 [Pseudomonas aeruginosa]
3008667,ARO:3008667,OXA-1257,3000017;3007697,OXA-10 family class D beta-lactamase OXA-1257.,1004,gb|PP895198.1|+|1-801|OXA-1257 [Pseudomonas aeruginosa],gb|XBS36001.1|+|OXA-1257 [Pseudomonas aeruginosa]
3008668,ARO:3008668,OXA-1258,3000017,Class D beta-lactamase OXA-1258.,1004,gb|CP121303.1|-|2452348-2453187|OXA-1258 [Acinetobacter sp.],gb|WFP96649.1|+|OXA-1258 [Acinetobacter sp.]
3008669,ARO:3008669,OXA-1259,3000017,OXA-1258 family class D beta-lactamase OXA-1259.,1004,gb|JAXHPQ010000007.1|-|10479-11318|OXA-1259 [Acinetobacter faecalis],gb|MDY6529736.1|+|OXA-1259 [Acinetobacter faecalis]
3008670,ARO:3008670,OXA-1260,3000017,OXA-1258 family class D beta-lactamase OXA-1260.,1004,gb|JAXHPO010000090.1|-|810-1649|OXA-1260 [Acinetobacter faecalis],gb|MDY6551534.1|+|OXA-1260 [Acinetobacter faecalis]
3008671,ARO:3008671,OXA-1261,3000017,OXA-1258 family class D beta-lactamase OXA-1261.,1004,gb|JAXHPG010000001.1|-|261670-262509|OXA-1261 [Acinetobacter faecalis],gb|MDY6449478.1|+|OXA-1261 [Acinetobacter faecalis]
3008672,ARO:3008672,OXA-1262,3000020,OXA-1258 family class D beta-lactamase OXA-1262.,1004,gb|JAXHPF010000002.1|-|217781-218620|OXA-1262 [Acinetobacter faecalis],gb|MDY6481403.1|+|OXA-1262 [Acinetobacter faecalis]
3008673,ARO:3008673,OXA-1263,3005014,OXA-1258 family class D beta-lactamase OXA-1263.,1004,gb|JAXHPD010000006.1|+|108552-109391|OXA-1263 [Acinetobacter faecalis],gb|MDY6468282.1|+|OXA-1263 [Acinetobacter faecalis]
3008674,ARO:3008674,OXA-1264,3000017;3007731,OXA-62 family carbapenem-hydrolyzing class D beta-lactamase OXA-1264.,1004,gb|PQ196143.1|+|1-870|OXA-1264 [Pandoraea apista],gb|XGJ10589.1|+|OXA-1264 [Pandoraea apista]
3008675,ARO:3008675,OXA-1265,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-1265.,1004,gb|PQ196145.1|+|1-825|OXA-1265 [Acinetobacter baumannii],gb|XGJ10591.1|+|OXA-1265 [Acinetobacter baumannii]
3008676,ARO:3008676,OXA-1266,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-1266.,1004,gb|PQ196146.1|+|1-822|OXA-1266 [Acinetobacter pittii],gb|XGJ10592.1|+|OXA-1266 [Acinetobacter pittii]
3008677,ARO:3008677,OXA-1267,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1267.,1004,gb|PQ203856.1|+|1-789|OXA-1267 [Pseudomonas aeruginosa],gb|XGB73484.1|+|OXA-1267 [Pseudomonas aeruginosa]
3008678,ARO:3008678,OXA-1268,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1268.,1004,gb|PQ203857.1|+|1-789|OXA-1268 [Pseudomonas aeruginosa],gb|XGB73485.1|+|OXA-1268 [Pseudomonas aeruginosa]
3008679,ARO:3008679,OXA-1269,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1269.,1004,gb|PQ203858.1|+|1-789|OXA-1269 [Pseudomonas aeruginosa],gb|XGB73486.1|+|OXA-1269 [Pseudomonas aeruginosa]
3008680,ARO:3008680,OXA-1270,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1270.,1004,gb|PQ203859.1|+|1-789|OXA-1270 [Pseudomonas aeruginosa],gb|XGB73487.1|+|OXA-1270 [Pseudomonas aeruginosa]
3008681,ARO:3008681,OXA-1271,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1271.,1004,gb|PQ203860.1|+|1-789|OXA-1271 [Pseudomonas aeruginosa],gb|XGB73488.1|+|OXA-1271 [Pseudomonas aeruginosa]
3008682,ARO:3008682,OXA-1272,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1272.,1004,gb|PQ203861.1|+|1-789|OXA-1272 [Pseudomonas aeruginosa],gb|XGB73489.1|+|OXA-1272 [Pseudomonas aeruginosa]
3008683,ARO:3008683,OXA-1273,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1273.,1004,gb|PQ203862.1|+|1-789|OXA-1273 [Pseudomonas aeruginosa],gb|XGB73490.1|+|OXA-1273 [Pseudomonas aeruginosa]
3008684,ARO:3008684,OXA-1274,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1274.,1004,gb|PQ203863.1|+|1-789|OXA-1274 [Pseudomonas aeruginosa],gb|XGB73491.1|+|OXA-1274 [Pseudomonas aeruginosa]
3008685,ARO:3008685,OXA-1275,3000017;3007724,OXA-50-var family class D beta-lactamase OXA-1275.,1004,gb|PQ203864.1|+|1-789|OXA-1275 [Pseudomonas aeruginosa],gb|XGB73492.1|+|OXA-1275 [Pseudomonas aeruginosa]
3008686,ARO:3008686,OXA-1276,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1276.,1004,gb|PQ203865.1|+|1-789|OXA-1276 [Pseudomonas aeruginosa],gb|XGB73493.1|+|OXA-1276 [Pseudomonas aeruginosa]
3008687,ARO:3008687,OXA-1277,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1277.,1004,gb|PQ203866.1|+|1-789|OXA-1277 [Pseudomonas aeruginosa],gb|XGB73494.1|+|OXA-1277 [Pseudomonas aeruginosa]
3008688,ARO:3008688,OXA-1278,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1278.,1004,gb|PQ203867.1|+|1-789|OXA-1278 [Pseudomonas aeruginosa],gb|XGB73495.1|+|OXA-1278 [Pseudomonas aeruginosa]
3008689,ARO:3008689,OXA-1279,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1279.,1004,gb|PQ203868.1|+|1-789|OXA-1279 [Pseudomonas aeruginosa],gb|XGB73496.1|+|OXA-1279 [Pseudomonas aeruginosa]
3008690,ARO:3008690,OXA-1280,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1280.,1004,gb|PQ203869.1|+|1-789|OXA-1280 [Pseudomonas aeruginosa],gb|XGB73497.1|+|OXA-1280 [Pseudomonas aeruginosa]
3008691,ARO:3008691,OXA-1281,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1281.,1004,gb|PQ203870.1|+|1-789|OXA-1281 [Pseudomonas aeruginosa],gb|XGB73498.1|+|OXA-1281 [Pseudomonas aeruginosa]
3008692,ARO:3008692,OXA-1282,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1282.,1004,gb|PQ203871.1|+|1-789|OXA-1282 [Pseudomonas aeruginosa],gb|XGB73499.1|+|OXA-1282 [Pseudomonas aeruginosa]
3008693,ARO:3008693,OXA-1283,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1283.,1004,gb|PQ203872.1|+|1-789|OXA-1283 [Pseudomonas aeruginosa],gb|XGB73500.1|+|OXA-1283 [Pseudomonas aeruginosa]
3008694,ARO:3008694,OXA-1284,3000017;3007724,OXA-50-var family class D beta-lactamase OXA-1284.,1004,gb|PQ203873.1|+|1-789|OXA-1284 [Pseudomonas aeruginosa],gb|XGB73501.1|+|OXA-1284 [Pseudomonas aeruginosa]
3008695,ARO:3008695,OXA-1285,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1285.,1004,gb|PQ203874.1|+|1-789|OXA-1285 [Pseudomonas aeruginosa],gb|XGB73502.1|+|OXA-1285 [Pseudomonas aeruginosa]
3008696,ARO:3008696,OXA-1286,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1286.,1004,gb|PQ203875.1|+|1-789|OXA-1286 [Pseudomonas aeruginosa],gb|XGB73503.1|+|OXA-1286 [Pseudomonas aeruginosa]
3008697,ARO:3008697,OXA-1287,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1287.,1004,gb|PQ203876.1|+|1-789|OXA-1287 [Pseudomonas aeruginosa],gb|XGB73504.1|+|OXA-1287 [Pseudomonas aeruginosa]
3008698,ARO:3008698,OXA-1288,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1288.,1004,gb|PQ203877.1|+|1-789|OXA-1288 [Pseudomonas aeruginosa],gb|XGB73505.1|+|OXA-1288 [Pseudomonas aeruginosa]
3008699,ARO:3008699,OXA-1289,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1289.,1004,gb|PQ203878.1|+|1-789|OXA-1289 [Pseudomonas aeruginosa],gb|XGB73506.1|+|OXA-1289 [Pseudomonas aeruginosa]
3008700,ARO:3008700,OXA-1290,3000017;3007724,OXA-50-var family class D beta-lactamase OXA-1290.,1004,gb|PQ203879.1|+|1-789|OXA-1290 [Pseudomonas aeruginosa],gb|XGB73507.1|+|OXA-1290 [Pseudomonas aeruginosa]
3008701,ARO:3008701,OXA-1291,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1291.,1004,gb|PQ203880.1|+|1-789|OXA-1291 [Pseudomonas aeruginosa],gb|XGB73508.1|+|OXA-1291 [Pseudomonas aeruginosa]
3008702,ARO:3008702,OXA-1292,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1292.,1004,gb|PQ203881.1|+|1-789|OXA-1292 [Pseudomonas aeruginosa],gb|XGB73509.1|+|OXA-1292 [Pseudomonas aeruginosa]
3008703,ARO:3008703,OXA-1293,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1293.,1004,gb|PQ203882.1|+|1-789|OXA-1293 [Pseudomonas aeruginosa],gb|XGB73510.1|+|OXA-1293 [Pseudomonas aeruginosa]
3008704,ARO:3008704,OXA-1294,3000017;3007724,OXA-50-var family class D beta-lactamase OXA-1294.,1004,gb|PQ203883.1|+|1-789|OXA-1294 [Pseudomonas aeruginosa],gb|XGB73511.1|+|OXA-1294 [Pseudomonas aeruginosa]
3008705,ARO:3008705,OXA-1295,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1295.,1004,gb|PQ203885.1|+|1-789|OXA-1295 [Pseudomonas aeruginosa],gb|XGB73513.1|+|OXA-1295 [Pseudomonas aeruginosa]
3008706,ARO:3008706,OXA-1296,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1296.,1004,gb|PQ203886.1|+|1-789|OXA-1296 [Pseudomonas aeruginosa],gb|XGB73514.1|+|OXA-1296 [Pseudomonas aeruginosa]
3008707,ARO:3008707,OXA-1297,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1297.,1004,gb|PQ203887.1|+|1-789|OXA-1297 [Pseudomonas aeruginosa],gb|XGB73515.1|+|OXA-1297 [Pseudomonas aeruginosa]
3008708,ARO:3008708,OXA-1298,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1298.,1004,gb|PQ203888.1|+|1-789|OXA-1298 [Pseudomonas aeruginosa],gb|XGB73516.1|+|OXA-1298 [Pseudomonas aeruginosa]
3008709,ARO:3008709,OXA-1299,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1299.,1004,gb|PQ203889.1|+|1-789|OXA-1299 [Pseudomonas aeruginosa],gb|XGB73517.1|+|OXA-1299 [Pseudomonas aeruginosa]
3008710,ARO:3008710,OXA-1300,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1300.,1004,gb|PQ203890.1|+|1-789|OXA-1300 [Pseudomonas aeruginosa],gb|XGB73518.1|+|OXA-1300 [Pseudomonas aeruginosa]
3008711,ARO:3008711,OXA-1301,3000017;3007724,OXA-50 family oxacillin-hydrolyzing class D beta-lactamase OXA-1301.,1004,gb|PQ203891.1|+|1-789|OXA-1301 [Pseudomonas aeruginosa],gb|XGB73519.1|+|OXA-1301 [Pseudomonas aeruginosa]
3008712,ARO:3008712,OXA-1302,3000017;3007697,OXA-10 family class D beta-lactamase OXA-1302.,1004,gb|PQ218334.1|+|1-801|OXA-1302 [Pseudomonas soli],gb|XGD01540.1|+|OXA-1302 [Pseudomonas soli]
3008713,ARO:3008713,OXA-1303,3000017;3007711,OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-1303.,1004,gb|ABNMOX020000018.1|-|1731-2558|OXA-1303 [Acinetobacter baumannii],gb|EMI2597407.1|+|OXA-1303 [Acinetobacter baumannii]
3008714,ARO:3008714,OXA-1304,3000017;3007721,OXA-48 family class D beta-lactamase OXA-1304.,1004,gb|PQ399801.1|+|1-798|OXA-1304 [Escherichia coli],gb|XHO32915.1|+|OXA-1304 [Escherichia coli]
3008715,ARO:3008715,OXA-1305,3000017;3007721,OXA-48 family class D beta-lactamase OXA-1305.,1004,gb|PQ394558.1|+|1-798|OXA-1305 [Klebsiella pneumoniae],gb|XHO32901.1|+|OXA-1305 [Klebsiella pneumoniae]
3008716,ARO:3008716,OXA-1306,3000017;3007721,OXA-48 family class D beta-lactamase OXA-1306.,1004,gb|PQ394559.1|+|1-798|OXA-1306 [Klebsiella pneumoniae],gb|XHO32902.1|+|OXA-1306 [Klebsiella pneumoniae]
3008717,ARO:3008717,OXA-1307,3000017;3007721,OXA-48 family class D beta-lactamase OXA-1307.,1004,gb|PQ394560.1|+|1-798|OXA-1307 [Klebsiella pneumoniae],gb|XHO32903.1|+|OXA-1307 [Klebsiella pneumoniae]
3008718,ARO:3008718,OXA-1308,3000017;3007721,OXA-48 family class D beta-lactamase OXA-1308.,1004,gb|PQ394561.1|+|1-798|OXA-1308 [Klebsiella pneumoniae],gb|XHO32904.1|+|OXA-1308 [Klebsiella pneumoniae]
3008719,ARO:3008719,OXA-1309,3000017;3007721,OXA-48 family class D beta-lactamase OXA-1309.,1004,gb|PQ394562.1|+|1-798|OXA-1309 [Klebsiella pneumoniae],gb|XHO32905.1|+|OXA-1309 [Klebsiella pneumoniae]
3008720,ARO:3008720,OXA-725,3000017;3007699,OXA-12 family class D beta-lactamase AmpS/OXA-725.,1004,gb|X80276.1|+|1-795|OXA-725 [Aeromonas sobria],gb|CAA56560.1|+|OXA-725 [Aeromonas sobria]
3008721,ARO:3008721,OXA-790,3000017;3007698,OXA-114 family class D beta-lactamase OXA-790.,1004,gb|MK388911.1|+|1-828|OXA-790 [Achromobacter xylosoxidans],gb|QBC36167.1|+|OXA-790 [Achromobacter xylosoxidans]
3008722,ARO:3008722,OXA-791,3000017;3007698,OXA-114 family class D beta-lactamase OXA-791.,1004,gb|MK388912.1|+|1-828|OXA-791 [Achromobacter xylosoxidans],gb|QBC36168.1|+|OXA-791 [Achromobacter xylosoxidans]
3008723,ARO:3008723,OXA-933,3000017;3007721,OXA-48 family class D beta-lactamase OXA-933.,1004,gb|MW073108.1|+|1-798|OXA-933 [Klebsiella pneumoniae],gb|QOI60719.1|+|OXA-933 [Klebsiella pneumoniae]
3008724,ARO:3008724,OXA-934,3000017;3007721,OXA-48 family class D beta-lactamase OXA-934.,1004,gb|MW073109.1|+|1-798|OXA-934 [Klebsiella aerogenes],gb|QOI60720.1|+|OXA-934 [Klebsiella aerogenes]
3008725,ARO:3008725,OXA-936,3000017;3007707,OXA-214 family carbapenem-hydrolyzing class D beta-lactamase OXA-936.,1004,gb|WTTR01000009.1|-|43414-44241|OXA-936 [Acinetobacter haemolyticus],gb|NAR97865.1|+|OXA-936 [Acinetobacter haemolyticus]
3008726,ARO:3008726,OXA-944,3000017;3007713,OXA-274 family carbapenem-hydrolyzing class D beta-lactamase OXA-944.,1004,gb|MW474777.1|-|1-846|OXA-944 [Acinetobacter guillouiae],gb|QQP64032.1|+|OXA-944 [Acinetobacter guillouiae]
3008727,ARO:3008727,OXA-950,3000017;3007699,OXA-12 family class D beta-lactamase OXA-950.,1004,gb|LC610783.1|+|1-795|OXA-950 [Aeromonas hydrophila],gb|BCT36858.1|+|OXA-950 [Aeromonas hydrophila]
3008728,ARO:3008728,OXA-951,3000017;3007699,OXA-12 family class D beta-lactamase OXA-951.,1004,gb|LC610789.1|+|1-795|OXA-951 [Aeromonas dhakensis],gb|BCT36861.1|+|OXA-951 [Aeromonas dhakensis]
3008729,ARO:3008729,OXA-952,3000017;3007709,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-952.,1004,gb|MW805229.1|+|1-831|OXA-952 [Acinetobacter bereziniae],gb|QTG68655.1|+|OXA-952 [Acinetobacter bereziniae]
3008730,ARO:3008730,OXA-953,3000017;3007709,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-953.,1004,gb|MW805235.1|+|1-831|OXA-953 [Acinetobacter bereziniae],gb|QTG68656.1|+|OXA-953 [Acinetobacter bereziniae]
3008731,ARO:3008731,OXA-954,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-954.,1004,gb|MW805236.1|+|1-825|OXA-954 [Acinetobacter baumannii],gb|QTG68657.1|+|OXA-954 [Acinetobacter baumannii]
3008732,ARO:3008732,OXA-955,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-955.,1004,gb|AAYMEH030000029.1|+|5-829|OXA-955 [Acinetobacter baumannii],gb|EMM9379972.1|+|OXA-955 [Acinetobacter baumannii]
3008733,ARO:3008733,OXA-956,3000017,Class D beta-lactamase OXA-956.,1004,gb|JAGUQQ010000007.1|+|11388-12182|OXA-956 [Aeromonas salmonicida],gb|MBS2780954.1|+|OXA-956 [Aeromonas salmonicida]
3008734,ARO:3008734,OXA-957,3000017,Class D beta-lactamase OXA-957.,1004,gb|MZ126685.1|+|1-789|OXA-957 [uncultured bacterium],gb|QWJ89343.1|+|OXA-957 [uncultured bacterium]
3008735,ARO:3008735,OXA-958,3000017;3007699,OXA-12 family class D beta-lactamase OXA-958.,1004,gb|MZ092816.1|+|1-795|OXA-958 [Aeromonas allosaccharophila],gb|QVO43823.1|+|OXA-958 [Aeromonas allosaccharophila]
3008736,ARO:3008736,OXA-959,3000017;3007699,OXA-12 family class D beta-lactamase OXA-959.,1004,gb|MZ092817.1|+|1-795|OXA-959 [Aeromonas allosaccharophila],gb|QVO43824.1|+|OXA-959 [Aeromonas allosaccharophila]
3008737,ARO:3008737,OXA-960,3000017;3007727,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-960.,1004,gb|MZ092827.1|+|1-870|OXA-960 [Shewanella chilikensis],gb|QVO43834.1|+|OXA-960 [Shewanella chilikensis]
3008738,ARO:3008738,OXA-961,3000017;3007727,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-961.,1004,gb|MZ092828.1|+|1-870|OXA-961 [Shewanella chilikensis],gb|QVO43835.1|+|OXA-961 [Shewanella chilikensis]
3008739,ARO:3008739,OXA-962,3000017;3007727,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-962.,1004,gb|MZ092829.1|+|1-870|OXA-962 [Shewanella indica],gb|QVO43836.1|+|OXA-962 [Shewanella indica]
3008740,ARO:3008740,OXA-963,3000017;3007727,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-963.,1004,gb|MZ092830.1|+|1-870|OXA-963 [Shewanella algae],gb|QVO43837.1|+|OXA-963 [Shewanella algae]
3008741,ARO:3008741,OXA-964,3000017;3007727,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-964.,1004,gb|MZ092831.1|+|1-870|OXA-964 [Shewanella algae],gb|QVO43838.1|+|OXA-964 [Shewanella algae]
3008742,ARO:3008742,OXA-965,3000017;3007727,OXA-55 family carbapenem-hydrolyzing class D beta-lactamase OXA-965.,1004,gb|MZ092832.1|+|1-870|OXA-965 [Shewanella algae],gb|QVO43839.1|+|OXA-965 [Shewanella algae]
3008743,ARO:3008743,OXA-966,3000017;3007721,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-966.,1004,gb|MZ265718.1|+|1-822|OXA-966 [Acinetobacter radioresistens],gb|QWA20165.1|+|OXA-966 [Acinetobacter radioresistens]
3008744,ARO:3008744,OXA-967,3000017;3007721,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-967.,1004,gb|MZ265719.1|+|1-822|OXA-967 [Acinetobacter radioresistens],gb|QWA20166.1|+|OXA-967 [Acinetobacter radioresistens]
3008745,ARO:3008745,OXA-968,3000017;3007721,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-968.,1004,gb|MZ265720.1|+|1-822|OXA-968 [Acinetobacter radioresistens],gb|QWA20167.1|+|OXA-968 [Acinetobacter radioresistens]
3008746,ARO:3008746,OXA-969,3000017;3007721,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-969.,1004,gb|MZ265721.1|+|1-822|OXA-969 [Acinetobacter radioresistens],gb|QWA20168.1|+|OXA-969 [Acinetobacter radioresistens]
3008747,ARO:3008747,OXA-970,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-970.,1004,gb|MZ265722.1|+|1-825|OXA-970 [Acinetobacter baumannii],gb|QWA20169.1|+|OXA-970 [Acinetobacter baumannii]
3008748,ARO:3008748,OXA-971,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-971.,1004,gb|MZ265723.1|+|1-825|OXA-971 [Acinetobacter baumannii],gb|QWA20170.1|+|OXA-971 [Acinetobacter baumannii]
3008749,ARO:3008749,OXA-972,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-972.,1004,gb|MZ265724.1|+|1-825|OXA-972 [Acinetobacter baumannii],gb|QWA20171.1|+|OXA-972 [Acinetobacter baumannii]
3008750,ARO:3008750,OXA-973,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-973.,1004,gb|MZ265725.1|+|1-825|OXA-973 [Acinetobacter baumannii],gb|QWA20172.1|+|OXA-973 [Acinetobacter baumannii]
3008751,ARO:3008751,OXA-974,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-974.,1004,gb|MZ265726.1|+|1-825|OXA-974 [Acinetobacter baumannii],gb|QWA20173.1|+|OXA-974 [Acinetobacter baumannii]
3008752,ARO:3008752,OXA-975,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-975.,1004,gb|MZ265727.1|+|1-825|OXA-975 [Acinetobacter baumannii],gb|QWA20174.1|+|OXA-975 [Acinetobacter baumannii]
3008753,ARO:3008753,OXA-976,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-976.,1004,gb|MZ265728.1|+|1-825|OXA-976 [Acinetobacter baumannii],gb|QWA20175.1|+|OXA-976 [Acinetobacter baumannii]
3008754,ARO:3008754,OXA-977,3000017;3007725,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-977.,1004,gb|MZ265729.1|+|1-825|OXA-977 [Acinetobacter baumannii],gb|QWA20176.1|+|OXA-977 [Acinetobacter baumannii]
3008755,ARO:3008755,OXA-978,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-978.,1004,gb|MZ265730.1|+|1-822|OXA-978 [Acinetobacter pittii],gb|QWA20177.1|+|OXA-978 [Acinetobacter pittii]
3008756,ARO:3008756,OXA-979,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-979.,1004,gb|MZ265731.1|+|1-822|OXA-979 [Acinetobacter lactucae],gb|QWA20178.1|+|OXA-979 [Acinetobacter lactucae]
3008757,ARO:3008757,OXA-980,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-980.,1004,gb|MZ265732.1|+|1-822|OXA-980 [Acinetobacter lactucae],gb|QWA20179.1|+|OXA-980 [Acinetobacter lactucae]
3008758,ARO:3008758,OXA-981,3000017,Class D beta-lactamase OXA-981.,1004,gb|MZ265733.1|+|1-840|OXA-981 [Acinetobacter gerneri],gb|QWA20180.1|+|OXA-981 [Acinetobacter gerneri]
3008759,ARO:3008759,OXA-982,3000017;3007715,OXA-294 family class D beta-lactamase OXA-982.,1004,gb|MZ265734.1|+|1-837|OXA-982 [Acinetobacter vivianii],gb|QWA20181.1|+|OXA-982 [Acinetobacter vivianii]
3008760,ARO:3008760,OXA-983,3000017;3007709,OXA-229 family carbapenem-hydrolyzing class D beta-lactamase OXA-983.,1004,gb|MZ265735.1|+|1-831|OXA-983 [Acinetobacter bereziniae],gb|QWA20182.1|+|OXA-983 [Acinetobacter bereziniae]
3008761,ARO:3008761,OXA-984,3000017;3007715,OXA-294 family class D beta-lactamase OXA-984.,1004,gb|MZ265736.1|+|1-837|OXA-984 [Acinetobacter courvalinii],gb|QWA20183.1|+|OXA-984 [Acinetobacter courvalinii]
3008762,ARO:3008762,OXA-985,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-985.,1004,gb|MZ265737.1|+|1-822|OXA-985 [Acinetobacter lactucae],gb|QWA20184.1|+|OXA-985 [Acinetobacter lactucae]
3008763,ARO:3008763,OXA-986,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-986.,1004,gb|MZ265738.1|+|1-822|OXA-986 [Acinetobacter pittii],gb|QWA20185.1|+|OXA-986 [Acinetobacter pittii]
3008764,ARO:3008764,OXA-987,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-987.,1004,gb|MZ265739.1|+|1-822|OXA-987 [Acinetobacter oleivorans],gb|QWA20186.1|+|OXA-987 [Acinetobacter oleivorans]
